iter	RMSE
164	25.51658831
165	25.42208578
166	25.38664745
167	25.27562855
168	25.15591821
169	25.05513593
170	25.02429931
171	24.96204132
172	24.8659291
173	24.78971457
174	24.73473947
175	24.69612479
176	24.62033546
177	24.48000574
178	24.45446238
179	24.41132029
180	24.33618247
181	24.23153612
182	24.14843596
183	24.11018131
184	24.00656809
185	23.97364256
186	23.93112443
187	23.84070059
188	23.75778577
189	23.67227561
190	23.57572257
191	23.45666627
192	23.40620476
193	23.32508018
194	23.28395836
195	23.18092755
196	23.10370668
197	23.07061988
198	23.03929615
199	22.95596945
200	22.91548138
201	22.87816572
202	22.81399918
203	22.74376742
204	22.70220473
205	22.63718979
206	22.57275577
207	22.51090573
208	22.48991453
209	22.42931473
210	22.39738533
211	22.36823392
212	22.33866806
213	22.31504212
214	22.26417371
215	22.2058979
216	22.14948323
217	22.09974008
218	22.03354817
219	22.0011906
220	21.94721265
221	21.83745459
222	21.77195554
223	21.74644371
224	21.71864474
225	21.66616013
226	21.60906509
227	21.59154807
228	21.50943499
229	21.48082734
230	21.43249047
231	21.38531752
232	21.3399699
233	21.31787669
234	21.28764938
235	21.24496246
236	21.20065758
237	21.17626736
238	21.12770752
239	21.03274588
240	21.00748897
241	20.97353945
242	20.92443594
243	20.90435653
244	20.85315363
245	20.83078766
246	20.77472864
247	20.7325409
248	20.68458145
249	20.64070699
250	20.61678337
251	20.59700495
252	20.57768278
253	20.54253987
254	20.52395995
255	20.4999404
256	20.44715089
257	20.40131623
258	20.3792164
259	20.33184661
260	20.30289437
261	20.28626062
262	20.25169811
263	20.16616537
264	20.09994183
265	20.07856615
266	20.05866263
267	20.0026757
268	19.97127975
269	19.90193831
270	19.87638311
271	19.8262686
272	19.80182842
273	19.75680632
274	19.69538302
275	19.67089753
276	19.62830699
277	19.60798677
278	19.59049412
279	19.56925645
280	19.53860638
281	19.49400491
282	19.44913117
283	19.40598495
284	19.35904426
285	19.3374103
286	19.29745702
287	19.28137825
288	19.24606655
289	19.21751574
290	19.18366067
291	19.16529162
292	19.14644471
293	19.12672461
294	19.08105709
295	19.04286666
296	19.01801497
297	18.98996107
298	18.9740195
299	18.95715457
300	18.92097634
301	18.88888441
302	18.86458004
303	18.83114175
304	18.81652788
305	18.76643085
306	18.73213556
307	18.71625049
308	18.69948654
309	18.67299091
310	18.65458374
311	18.63557752
312	18.62146483
313	18.59754031
314	18.58039081
315	18.56783629
316	18.51655531
317	18.48227545
318	18.44211798
319	18.40221224
320	18.36611974
321	18.35149258
322	18.31967737
323	18.28570225
324	18.2648247
325	18.21687809
326	18.19340073
327	18.16764588
328	18.14980538
329	18.11961599
330	18.09262549
331	18.08015397
332	18.03753585
333	18.01155866
334	17.98393517
335	17.9629746
336	17.95029437
337	17.93012442
338	17.89983642
339	17.88356601
340	17.8718743
341	17.84833676
342	17.83050699
343	17.81116902
344	17.78166626
345	17.7554288
346	17.73724136
347	17.72539157
348	17.70179207
349	17.66114591
350	17.65057505
351	17.63947231
352	17.61065967
353	17.55005763
354	17.52592141
355	17.50374317
356	17.47555242
357	17.44994997
358	17.41013445
359	17.38176728
360	17.33189276
361	17.2962265
362	17.28476072
363	17.24895379
364	17.22093345
365	17.21048452
366	17.19402723
367	17.18075894
368	17.13509419
369	17.11372201
370	17.09535653
371	17.08523988
372	17.05198789
373	17.02797611
374	17.00703812
375	16.99719782
376	16.97462717
377	16.9637381
378	16.93315442
379	16.91154217
380	16.90011701
381	16.87361284
382	16.84556017
383	16.81239069
384	16.78296957
385	16.75665547
386	16.72546469
387	16.70946133
388	16.69220465
389	16.67741308
390	16.63894168
391	16.62842057
392	16.61100646
393	16.58374262
394	16.56181529
395	16.53961952
396	16.52943158
397	16.48176736
398	16.45770296
399	16.4456976
400	16.42487787
401	16.40112831
402	16.38769767
403	16.37460419
404	16.35225403
405	16.33253892
406	16.32428837
407	16.31469736
408	16.29936981
409	16.27694379
410	16.25233687
411	16.23344066
412	16.20897916
413	16.19574447
414	16.17504738
415	16.16737725
416	16.15940975
417	16.13715824
418	16.12168805
419	16.10945539
420	16.09364641
421	16.07120708
422	16.05128374
423	16.03370712
424	16.02097552
425	16.00217024
426	15.98146996
427	15.96556435
428	15.93421097
429	15.89234656
430	15.87668419
431	15.86551016
432	15.84634308
433	15.83448404
434	15.81788327
435	15.80792233
436	15.76575974
437	15.75100513
438	15.73759177
439	15.71180737
440	15.70270224
441	15.69129291
442	15.65527504
443	15.63059093
444	15.62366787
445	15.5995277
446	15.58969177
447	15.5746378
448	15.56099648
449	15.54930456
450	15.53344061
451	15.5097014
452	15.48324084
453	15.47206164
454	15.45814809
455	15.44140362
456	15.4096545
457	15.39240945
458	15.37753779
459	15.36665075
460	15.35514065
461	15.33461234
462	15.31014817
463	15.2960301
464	15.29191619
465	15.27201379
466	15.26141397
467	15.24792015
468	15.22205777
469	15.21176233
470	15.19804005
471	15.19022662
472	15.17029591
473	15.15374555
474	15.14428349
475	15.1159657
476	15.09522243
477	15.09090714
478	15.07716625
479	15.06361332
480	15.04263389
481	15.02874511
482	15.00887567
483	14.99381755
484	14.95519365
485	14.93578922
486	14.91782475
487	14.90160849
488	14.88075166
489	14.86659987
490	14.84126727
491	14.81364297
492	14.80155072
493	14.79173951
494	14.77912034
495	14.76197714
496	14.74594974
497	14.73041716
498	14.70962034
499	14.69913651
500	14.68047701
501	14.66814488
502	14.65030917
503	14.63375851
504	14.62942826
505	14.61534935
506	14.60501241
507	14.59580965
508	14.56386996
509	14.55190489
510	14.5221768
511	14.51046285
512	14.49469834
513	14.48019194
514	14.46799985
515	14.45411135
516	14.44263757
517	14.41638546
518	14.40644204
519	14.3817432
520	14.37024437
521	14.35310027
522	14.33633073
523	14.32500469
524	14.31155851
525	14.30184894
526	14.29120315
527	14.28183384
528	14.272656
529	14.26372227
530	14.25187449
531	14.24142857
532	14.22997536
533	14.21958044
534	14.19809447
535	14.17410488
536	14.16761163
537	14.15672908
538	14.14626271
539	14.12925179
540	14.11041671
541	14.09560858
542	14.07488249
543	14.05739375
544	14.05002627
545	14.03736697
546	14.02802462
547	14.0164077
548	14.00867949
549	13.99876845
550	13.99071264
551	13.97617807
552	13.96500518
553	13.94275508
554	13.92369673
555	13.90433033
556	13.8894279
557	13.8703533
558	13.85770878
559	13.8388679
560	13.82945312
561	13.81850706
562	13.80285983
563	13.79384321
564	13.78270063
565	13.76948124
566	13.75927255
567	13.74751044
568	13.74154139
569	13.72246576
570	13.70827334
571	13.69190257
572	13.68259233
573	13.67287674
574	13.66017926
575	13.64733408
576	13.63364651
577	13.62123113
578	13.60253357
579	13.591884
580	13.58188056
581	13.56262446
582	13.55342782
583	13.5407626
584	13.52996508
585	13.51564651
586	13.49514426
587	13.48285402
588	13.47403507
589	13.46373884
590	13.45605135
591	13.44978459
592	13.44001803
593	13.42740724
594	13.42091151
595	13.41248071
596	13.40432159
597	13.39059457
598	13.37266418
599	13.36444285
600	13.35507222
601	13.34626131
602	13.34200646
603	13.32748809
604	13.31567319
605	13.30365319
606	13.2868488
607	13.27409077
608	13.26098146
609	13.2503911
610	13.24091995
611	13.23131178
612	13.21988811
613	13.20868254
614	13.19624917
615	13.18575715
616	13.17604824
617	13.16243474
618	13.15078964
619	13.13804302
620	13.13080306
621	13.1215575
622	13.11438959
623	13.10547847
624	13.09943365
625	13.08711356
626	13.07942786
627	13.06834704
628	13.06009877
629	13.04745432
630	13.03722298
631	13.02829885
632	13.01297978
633	13.00460432
634	12.99506711
635	12.98465755
636	12.97477867
637	12.96338766
638	12.95487011
639	12.94322555
640	12.92269723
641	12.91379377
642	12.90349358
643	12.88643436
644	12.87429306
645	12.86457678
646	12.85339534
647	12.8456702
648	12.83201057
649	12.82162915
650	12.81440977
651	12.80744927
652	12.80056796
653	12.79315145
654	12.78111688
655	12.77424594
656	12.75491979
657	12.74194281
658	12.73334104
659	12.72273566
660	12.71368702
661	12.70173754
662	12.69366423
663	12.68429417
664	12.67641704
665	12.66853152
666	12.66153847
667	12.64830867
668	12.63573493
669	12.62727991
670	12.61724951
671	12.61024009
672	12.60068218
673	12.58434814
674	12.57106642
675	12.5622114
676	12.55346863
677	12.54538723
678	12.53749686
679	12.52133892
680	12.51512646
681	12.50632737
682	12.49479863
683	12.4789216
684	12.46933463
685	12.45990711
686	12.45374331
687	12.44077081
688	12.43121007
689	12.42111578
690	12.41015869
691	12.4026837
692	12.39630357
693	12.38927591
694	12.38373859
695	12.3702901
696	12.36133524
697	12.35389488
698	12.33776054
699	12.32928423
700	12.32089862
701	12.31848354
702	12.30901221
703	12.3015484
704	12.2866876
705	12.28004067
706	12.27163289
707	12.26235343
708	12.25696861
709	12.24730278
710	12.23594789
711	12.22202999
712	12.21367755
713	12.20381611
714	12.19614451
715	12.19004271
716	12.18244177
717	12.177435
718	12.16514575
719	12.15906162
720	12.15003462
721	12.1363162
722	12.12525698
723	12.11668797
724	12.10943221
725	12.10143319
726	12.08873358
727	12.08027668
728	12.07118372
729	12.06667134
730	12.0587242
731	12.05204494
732	12.04244759
733	12.03567297
734	12.02840962
735	12.0191479
736	12.01337697
737	12.00171566
738	11.99572394
739	11.99084653
740	11.98489348
741	11.9749206
742	11.95813768
743	11.95210871
744	11.94374586
745	11.93471336
746	11.92797391
747	11.91903787
748	11.91346637
749	11.90811231
750	11.89571377
751	11.88317315
752	11.87213276
753	11.85684803
754	11.84605973
755	11.83164271
756	11.82358
757	11.81884424
758	11.81143801
759	11.80277571
760	11.78963033
761	11.78074837
762	11.77321341
763	11.766476
764	11.7554791
765	11.74937086
766	11.73856431
767	11.73327264
768	11.72371436
769	11.71545126
770	11.70707983
771	11.69698854
772	11.68845096
773	11.68151293
774	11.67125312
775	11.66191547
776	11.65430348
777	11.6465687
778	11.64313624
779	11.63559592
780	11.62776199
781	11.61938172
782	11.61207477
783	11.60593621
784	11.59450973
785	11.5893174
786	11.57897204
787	11.56919351
788	11.56352194
789	11.55218469
790	11.54442668
791	11.5355727
792	11.5297485
793	11.51970625
794	11.51174841
795	11.50960762
796	11.50197896
797	11.4930687
798	11.49101946
799	11.48594836
800	11.47843118
801	11.474192
802	11.46746594
803	11.46051997
804	11.44774868
805	11.44149044
806	11.43676893
807	11.42728022
808	11.42310365
809	11.4106315
810	11.40620898
811	11.39326192
812	11.38730423
813	11.38059508
814	11.37498085
815	11.37158428
816	11.36534718
817	11.3581206
818	11.35280014
819	11.34758257
820	11.34051313
821	11.33395625
822	11.32864632
823	11.32129019
824	11.31389214
825	11.30647015
826	11.30140944
827	11.29222102
828	11.28428093
829	11.27943875
830	11.27389926
831	11.2639997
832	11.25988825
833	11.25127895
834	11.24267477
835	11.23350109
836	11.22200193
837	11.21136919
838	11.20579626
839	11.19784269
840	11.18877438
841	11.17773993
842	11.17140045
843	11.16703646
844	11.15717785
845	11.14912306
846	11.1426998
847	11.13345705
848	11.12736756
849	11.12299217
850	11.11967733
851	11.11173345
852	11.10491104
853	11.09630065
854	11.09098339
855	11.0828126
856	11.07646068
857	11.06993431
858	11.06430653
859	11.0545074
860	11.04428506
861	11.04027492
862	11.03478636
863	11.02874218
864	11.02342241
865	11.01958264
866	11.01602674
867	11.01029341
868	11.00307045
869	10.99601884
870	10.99021959
871	10.98271623
872	10.9757683
873	10.97242496
874	10.96595481
875	10.96001333
876	10.95536739
877	10.94478444
878	10.93705531
879	10.93185003
880	10.92346865
881	10.91643288
882	10.91162397
883	10.90479217
884	10.89719397
885	10.89283971
886	10.88632704
887	10.87940303
888	10.87152036
889	10.86279369
890	10.85622609
891	10.85265837
892	10.84275774
893	10.83603735
894	10.827499
895	10.82163246
896	10.81532807
897	10.81035962
898	10.80418958
899	10.79825175
900	10.79161372
901	10.78524149
902	10.779395
903	10.77517476
904	10.76659782
905	10.76244691
906	10.75839446
907	10.75702644
908	10.7474365
909	10.74065166
910	10.73588334
911	10.73211649
912	10.72435376
913	10.71489961
914	10.71095385
915	10.70471935
916	10.7007786
917	10.69675473
918	10.69065723
919	10.68629632
920	10.67957658
921	10.67020612
922	10.66329845
923	10.65575606
924	10.64984887
925	10.64424016
926	10.64014258
927	10.63344772
928	10.62578849
929	10.62026902
930	10.6149975
931	10.6102059
932	10.60384165
933	10.59793628
934	10.59144678
935	10.58260738
936	10.5785959
937	10.57457417
938	10.56919433
939	10.56141449
940	10.55570536
941	10.55138875
942	10.54716456
943	10.541891
944	10.53797093
945	10.53277684
946	10.52771883
947	10.52068639
948	10.51324041
949	10.49982949
950	10.49475369
951	10.49349667
952	10.48807485
953	10.48084965
954	10.47440882
955	10.4693741
956	10.46340736
957	10.458119
958	10.45332898
959	10.44719038
960	10.44081977
961	10.43216775
962	10.42788535
963	10.42310572
964	10.41647745
965	10.4081886
966	10.39963636
967	10.39325662
968	10.38640726
969	10.37998657
970	10.37542189
971	10.36791759
972	10.36481084
973	10.35970546
974	10.35457977
975	10.34624557
976	10.33947227
977	10.3317472
978	10.32706822
979	10.3207654
980	10.31620953
981	10.31123468
982	10.30740901
983	10.30065678
984	10.29357408
985	10.28564592
986	10.28026984
987	10.27885089
988	10.27394402
989	10.26847141
990	10.26270826
991	10.25434503
992	10.24717199
993	10.24227963
994	10.23702554
995	10.22856332
996	10.22493995
997	10.22011673
998	10.21545727
999	10.21150997
